SetID,Number,Variant,YearFrom,Category,Theme,ThemeGroup,Subtheme,SetName,Image,ImageFilename,USRetailPrice,UKRetailPrice,CARetailPrice,DERetailPrice,USDateAdded,USDateRemoved,Pieces,Minifigs,MinifigNumbers,PackagingType,Availability,USItemNumber,EUItemNumber,EAN,UPC,Width,Height,Depth,Weight,ModelDimension1,ModelDimension2,ModelDimension3,AgeMin,AgeMax,OwnCount,WantCount,InstructionsCount,AdditionalImageCount,Released,Rating,BrickLinkSoldPriceNew,BrickLinkSoldPriceUsed,Designers,LaunchDate,ExitDate,Own,Want,QtyOwned,QtyOwnedNew,QtyOwnedUsed,QtyWanted,WantedPriority,,Flag2,Flag3,Flag4,Flag5,Flag6,Flag7,Flag8,UserNotes
"27794","75215","1","2018","Normal","Star Wars","Licensed","Solo","Cloud-Rider Swoop Bikes","X","75215-1","29.99","25.99","39.99","29.99","01/08/2018 00:00:00","07/09/2019 00:00:00","355","3","sw0940,sw0941,sw0942,","Box","Retail","6212775","6212774","5702016110630","673419282307","26.2","19.1","6.1","0.37","","","","8","14","8943","2476","4","5","X","30","47.5400","34.4400","","01/08/2018 00:00:00","31/07/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"27795","75216","1","2018","Normal","Star Wars","Licensed","Episode VIII","Snoke's Throne Room","X","75216-1","69.99","64.99","89.99","69.99","01/08/2018 00:00:00","09/09/2019 00:00:00","492","5","sw0856,sw0866,sw0885,sw0947,","Box","Retail","6212784","6212783","5702016110647","673419282314","38.2","26.2","7.05","0.82","11","24","26","8","14","5789","3157","2","5","X","23","87.9000","56.1200","Jan Neergaard Olesen,","01/08/2018 00:00:00","31/07/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"27796","75217","1","2018","Normal","Star Wars","Licensed","Solo","Imperial Conveyex Transport","X","75217-1","89.99","79.99","109.99","89.99","01/08/2018 00:00:00","07/10/2019 00:00:00","622","5","sw0948,sw0949,sw0950,sw0951,","Box","Retail","6212792","6212791","5702016110654","673419282321","48","28.2","6.1","1.01","12","43","9","8","14","5046","3325","2","5","X","0","226.5100","172.8100","Henrik Andersen,","01/08/2018 00:00:00","31/07/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"27797","75218","1","2018","Normal","Star Wars","Licensed","Episode IV","X-wing Starfighter","X","75218-1","79.99","89.99","99.99","99.99","01/08/2018 00:00:00","30/11/2019 00:00:00","731","4","sw0527a,sw0943,sw0944,sw0952,","Box","Retail","6212799","6212797","5702016110661","673419282338","48","28.2","6.1","1.06","11","34","30","","","12041","4028","2","4","X","20","120.0400","78.5800","César Soares,Markus Rollbühler,","01/08/2018 00:00:00","31/12/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"27798","75219","1","2018","Normal","Star Wars","Licensed","Solo","Imperial AT-Hauler","X","75219-1","99.99","89.99","129.99","99.99","01/08/2018 00:00:00","06/09/2019 00:00:00","829","5","sw0945,sw0946,sw0953,sw0954,sw0955,","Box","Retail","6212803","6212802","5702016111170","673419282345","48","37.8","7.05","1.4","12","32","21","9","14","5653","3010","2","5","X","4","146.6800","113.2500","","01/08/2018 00:00:00","31/07/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"28464","75224","1","2019","Normal","Star Wars","Licensed","MicroFighters","Sith Infiltrator Microfighter","X","75224-1","9.99","8.99","13.99","9.99","02/01/2019 00:00:00","20/12/2019 00:00:00","92","1","sw0808,","Box","Retail","6251636","6251635","5702016370102","673419303620","14.1","12.2","4.6","0.1","4","9","7","","","8944","2084","2","4","X","9","27.8800","15.0200","Jan Neergaard Olesen,","01/01/2019 00:00:00","31/12/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"28402","75225","1","2019","Normal","Star Wars","Licensed","Episode VIII","Elite Praetorian Guard Battle Pack","X","75225-1","14.99","12.99","19.99","14.99","02/01/2019 00:00:00","02/12/2019 00:00:00","109","5","sw0905,sw0989,sw0990,sw0998,","Box","Retail","6251638","6251637","5702016370119","673419303637","19.1","14.1","4.6","0.12","","","","8","14","11724","2703","2","4","X","20","30.8200","21.1200","","01/01/2019 00:00:00","31/12/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"28406","75226","1","2019","Normal","Star Wars","Licensed","Battlefront","Inferno Squad Battle Pack","X","75226-1","14.99","12.99","19.99","14.99","02/01/2019 00:00:00","09/12/2019 00:00:00","118","4","sw0986,sw0987,sw0988,sw1000,","Box","Retail","6251639","6251640","5702016370126","673419303644","19.1","14.1","4.6","0.12","11","4","9","","","10681","3316","2","4","X","26","55.4400","43.4200","","01/01/2019 00:00:00","31/12/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"28412","75228","1","2019","Normal","Star Wars","Licensed","MicroFighters","Escape Pod vs. Dewback Microfighters","X","75228-1","19.99","17.99","24.99","19.99","02/01/2019 00:00:00","02/12/2019 00:00:00","177","3","sw0527a,sw0700,sw0992,","Box","Retail","6251678","6251677","5702016370379","673419303804","26.2","14.1","4.8","0.2","","","","6","","9975","3286","4","4","X","30","41.9000","38.4400","Jan Neergaard Olesen,","01/01/2019 00:00:00","31/12/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"28459","75229","1","2019","Normal","Star Wars","Licensed","Episode IV","Death Star Escape","X","75229-1","29.99","24.99","39.99","29.99","02/01/2019 00:00:00","03/12/2019 00:00:00","329","4","sw0994,sw0997b,sw0999,sw1004,","Box","Retail","6251680","6251679","5702016370386","673419303811","26.2","19.1","7.2","0.44","15","16","8","7","","9094","3334","2","4","X","17","46.3700","27.1600","","01/01/2019 00:00:00","31/12/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"29596","75232","1","2019","Normal","BrickHeadz","Licensed","Star Wars","Kylo Ren & Sith Trooper","X","75232-1","19.99","17.99","24.99","19.99","04/10/2019 00:00:00","13/09/2020 00:00:00","240","","","Box","Retail","6292507","6292506","5702016644180","","19.1","14.1","7.1","","","","","10","","5807","1488","4","4","X","9","35.8300","24.9400","","04/10/2019 00:00:00","31/07/2020 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"28403","75235","1","2019","Normal","Star Wars","Licensed","Episode IV","X-wing Starfighter Trench Run","X","75235-1","29.99","24.99","39.99","29.23","02/01/2019 00:00:00","18/11/2020 00:00:00","132","3","sw0527a,sw0991,sw0997b,","Box","Retail","6251686","6251685","5702016370416","673419303842","26.2","19.1","6.1","0.36","15","18","9","4","","3367","1507","2","4","X","12","37.8700","23.4400","","01/01/2019 00:00:00","31/12/2020 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"29053","75236","1","2019","Normal","Star Wars","Licensed","Episode VII","Duel on Starkiller Base","X","75236-1","19.99","17.99","24.99","19.99","01/04/2019 00:00:00","13/06/2020 00:00:00","191","2","sw0677,sw1006,","Box","Retail","6251712","6251711","5702016370133","","26.2","14.1","6.1","","12","8","9","","","7119","2083","2","4","X","12","38.1900","19.0500","Jan Neergaard Olesen,","01/04/2019 00:00:00","31/07/2020 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"28411","75237","1","2019","Normal","Star Wars","Licensed","Episode IV","TIE Fighter Attack","X","75237-1","19.99","17.99","24.99","19.99","02/01/2019 00:00:00","02/05/2020 00:00:00","77","2","sw0788,sw0995,","Box","Retail","6251688","6251687","5702016370423","673419304153","26.2","14.1","6.1","0.26","14","11","12","4","","4081","1581","2","4","X","4","33.8100","22.1500","","01/01/2019 00:00:00","31/07/2020 00:00:00","X","","2","2","0","0","1","","","","","","","","",""
"29056","75239","1","2019","Normal","Star Wars","Licensed","Episode V","Action Battle Hoth Generator Attack","X","75239-1","29.99","24.99","39.99","29.23","01/04/2019 00:00:00","01/05/2021 00:00:00","235","2","sw1008,sw1009,","Box","Retail","6251716","6251715","5702016370157","673419304092","26.2","19.1","6.1","","","","","7","","3210","1140","2","4","X","8","23.4400","17.4100","","01/04/2019 00:00:00","31/07/2020 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"29052","75242","1","2019","Normal","Star Wars","Licensed","Resistance","Black Ace TIE Interceptor","X","75242-1","49.99","44.99","69.99","48.73","01/04/2019 00:00:00","08/12/2020 00:00:00","396","3","sw1018,sw1019,sw1034,","Box","Retail","6251723","6251722","5702016370690","","35.4","19.1","7","","36","21","8","8","","5076","2456","2","4","X","4","64.4500","54.6600","César Soares,","01/04/2019 00:00:00","31/12/2020 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"29346","75246","1","2019","Normal","Star Wars","Licensed","Episode IV","Death Star Cannon","X","75246-1","19.99","17.99","24.99","19.49","04/10/2019 00:00:00","10/12/2021 00:00:00","159","2","sw1045,sw1046,","Box","Retail","6251737","6251735","5702016370720","673419304351","26.2","14.1","6.1","","16","11","9","7","","9076","1820","2","4","X","4","18.2700","13.6200","","04/10/2019 00:00:00","31/12/2020 00:00:00","X","","2","2","0","0","1","","","","","","","","","SAS"
"28410","75247","1","2019","Normal","Star Wars","Licensed","Episode VI","Rebel A-wing Starfighter","X","75247-1","14.99","11.99","19.99","14.99","02/01/2019 00:00:00","10/01/2020 00:00:00","62","2","sw0700,sw0819,","Box","Retail","6251690","6251689","5702016370430","673419304160","19.1","14.1","6.1","0.18","13","11","6","4","","3312","1478","2","4","X","3","22.6000","22.3300","Ollie Gregory,","01/01/2019 00:00:00","31/12/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"29347","75248","1","2019","Normal","Star Wars","Licensed","Episode IX","Resistance A-wing Starfighter","X","75248-1","29.99","24.99","39.99","29.23","04/10/2019 00:00:00","27/03/2021 00:00:00","269","2","sw1047,sw1048,","Box","Retail","6251740","6251739","5702016370737","","26.2","19.1","7.2","","20","12","7","7","","13372","2476","2","4","X","15","43.1200","24.5300","","04/10/2019 00:00:00","31/12/2020 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"29352","75249","1","2019","Normal","Star Wars","Licensed","Episode IX","Resistance Y-wing Starfighter","X","75249-1","69.99","59.99","89.99","69.99","04/10/2019 00:00:00","04/11/2021 00:00:00","578","5","sw1049,sw1050,sw1051,sw1052,sw1053,","Box","Retail","6251743","6251742","5702016370744","","38.2","26.2","5.7","","43","19","7","8","","12783","2696","2","4","X","16","71.2400","49.1600","","04/10/2019 00:00:00","31/12/2021 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"29353","75250","1","2019","Normal","Star Wars","Licensed","Episode IX","Pasaana Speeder Chase","X","75250-1","39.99","44.99","49.99","48.73","04/10/2019 00:00:00","22/07/2021 00:00:00","373","4","sw1034,sw1054,sw1055,sw1056,","Box","Retail","6251747","6251746","5702016370751","","28.2","26.2","5.9","","","","","8","","7339","1901","2","4","X","12","40.0400","29.5700","","04/10/2019 00:00:00","31/12/2020 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"28331","75251","1","2019","Normal","Star Wars","Licensed","Miscellaneous","Darth Vader's Castle","X","75251-1","129.99","119.99","149.99","129.99","02/12/2018 00:00:00","14/10/2021 00:00:00","1060","6","sw0521b,sw0636b,sw0981,sw0982,sw0983,","Box","Retail","6251804","","5702016370454","","","","","","","","","9","","9922","5382","2","7","X","15","190.1600","147.1900","Hans Burkhard Schlömer,","","","X","","2","2","0","0","1","","","","","","","","","SAS"
"29354","75254","1","2019","Normal","Star Wars","Licensed","The Mandalorian","AT-ST Raider","X","75254-1","49.99","49.99","69.99","59.99","04/10/2019 00:00:00","14/01/2022 00:00:00","540","4","sw1057,sw1058,sw1059,sw1060,","Box","Retail","6251755","6251754","5702016370768","673419304399","26.2","38.2","7.1","","25","15","13","8","","21047","2870","2","4","X","31","41.9900","30.1300","Hans Burkhard Schlömer,","04/10/2019 00:00:00","31/12/2021 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"29356","75256","1","2019","Normal","Star Wars","Licensed","Episode IX","Kylo Ren's Shuttle","X","75256-1","129.99","99.99","159.99","119.99","04/10/2019 00:00:00","21/11/2021 00:00:00","1005","6","sw0905,sw1061,sw1062,sw1063,sw1064,sw1065,","Box","Retail","6251767","6251766","5702016370782","","48","37.8","9.4","","35","21","50","10","","11532","4043","2","10","X","18","184.6600","117.9200","Jan Neergaard Olesen,","04/10/2019 00:00:00","31/12/2021 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"29357","75257","1","2019","Normal","Star Wars","Licensed","Episode IX","Millennium Falcon","X","75257-1","169.99","149.99","209.99","169.99","04/10/2019 00:00:00","24/11/2024 00:00:00","1351","7","sw0527a,sw0532,sw0700,sw1051,sw1066,sw1067,sw1068,","Box","Retail","6251770","6251769","5702016370799","673419304429","58.2","37.8","8.7","","14","44","32","9","","14459","3548","4","4","X","10","140.3000","101.6300","César Soares,","04/10/2019 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"29029","75258","1","2019","Normal","Star Wars","Licensed","Episode I","Anakin's Podracer – 20th Anniversary Edition","X","75258-1","29.99","24.99","39.99","29.23","01/04/2019 00:00:00","13/01/2021 00:00:00","279","3","sw1001,sw1023,sw1024,","Box","Retail","6251729","6251728","5702016370713","673419304146","26.2","19.1","6.1","","10","35","12","7","","17783","3328","10","4","X","33","54.6700","33.3400","","01/04/2019 00:00:00","31/12/2020 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"29028","75259","1","2019","Normal","Star Wars","Licensed","Episode V","Snowspeeder – 20th Anniversary Edition","X","75259-1","39.99","34.99","49.99","39.99","01/04/2019 00:00:00","16/12/2019 00:00:00","309","4","sw0991,sw1025,sw1026,sw1027,","Box","Retail","6251807","6251806","5702016370461","","35.4","19.1","5.9","","","","","7","","13732","4258","10","4","X","21","120.8700","117.5400","Jan Neergaard Olesen,","01/04/2019 00:00:00","31/12/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"29030","75261","1","2019","Normal","Star Wars","Licensed","Episode III","Clone Scout Walker  – 20th Anniversary Edition","X","75261-1","29.99","24.99","39.99","29.99","01/04/2019 00:00:00","15/04/2020 00:00:00","250","5","sw0001c,sw1002,sw1028,sw1029,sw1030,","Box","Retail","6251811","6251810","5702016371086","673419304214","26.2","19.1","4.6","","","","","","","13501","4257","10","4","X","28","73.4800","60.8700","Henrik Andersen,","01/04/2019 00:00:00","31/12/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"29678","75263","1","2020","Normal","Star Wars","Licensed","Microfighters","Resistance Y-wing Microfighter","X","75263-1","9.99","8.99","13.99","9.74","02/01/2020 00:00:00","14/01/2021 00:00:00","86","1","sw1050,","Box","Retail","6288986","6288985","5702016617092","673419317207","14.1","12.2","4.6","0.09","11","3","8","6","","9751","1752","2","4","X","12","14.4900","9.2400","","01/01/2020 00:00:00","31/12/2020 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"29679","75264","1","2020","Normal","Star Wars","Licensed","Microfighters","Kylo Ren's Shuttle Microfighter","X","75264-1","9.99","8.99","13.99","9.74","02/01/2020 00:00:00","14/01/2021 00:00:00","72","1","sw1072,","Box","Retail","6288988","6288987","5702016617108","673419317214","14.1","12.2","4.6","0.09","7","7","6","6","","10557","2022","2","4","X","16","32.8000","20.5800","","01/01/2020 00:00:00","31/12/2020 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"29680","75265","1","2020","Normal","Star Wars","Licensed","Microfighters","T-16 Skyhopper vs Bantha Microfighters","X","75265-1","19.99","17.99","24.99","19.49","02/01/2020 00:00:00","29/01/2021 00:00:00","198","2","sw1073,sw1074,","Box","Retail","6288990","6288989","5702016617115","673419317221","26.2","14.1","4.8","0.17","","","","6","","9548","2391","4","5","X","21","24.2600","15.0000","","01/01/2020 00:00:00","31/12/2020 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"29681","75266","1","2020","Normal","Star Wars","Licensed","Episode IX","Sith Troopers Battle Pack","X","75266-1","14.99","12.99","19.99","14.99","02/01/2020 00:00:00","10/12/2021 00:00:00","105","4","sw1065,sw1075,sw1076,","Box","Retail","6288992","6288991","5702016617122","673419317238","19.1","14.1","4.6","0.12","10","4","8","6","","17398","2218","2","4","X","39","21.5200","16.7500","","01/01/2020 00:00:00","31/07/2021 00:00:00","X","","2","2","0","0","1","","","","","","","","",""
"29682","75267","1","2020","Normal","Star Wars","Licensed","The Mandalorian","Mandalorian Battle Pack","X","75267-1","14.99","12.99","19.99","14.99","02/01/2020 00:00:00","28/01/2022 00:00:00","102","4","sw1077,sw1078,sw1079,sw1080,","Box","Retail","6288994","6288993","5702016617139","673419317245","19.1","14.1","4.6","0.12","4","8","6","6","","32883","2849","2","4","X","77","20.9900","15.9200","","01/01/2020 00:00:00","31/12/2021 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"29684","75269","1","2020","Normal","Star Wars","Licensed","Episode III","Duel on Mustafar ","X","75269-1","19.99","19.99","24.99","24.99","02/01/2020 00:00:00","28/06/2021 00:00:00","208","2","sw1082,sw1083,","Box","Retail","6288998","6288997","5702016617153","673419318365","26.2","14.1","6.1","0.28","","","","7","","13692","2582","2","5","X","39","56.1500","33.8300","","01/01/2020 00:00:00","31/07/2021 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"29379","75270","1","2020","Normal","Star Wars","Licensed","Episode IV","Obi-Wan's Hut","X","75270-1","29.99","24.99","39.99","29.99","02/01/2020 00:00:00","10/11/2021 00:00:00","200","4","sw0778,sw1074,sw1084,sw1085,","Box","Retail","6289000","6288999","5702016617160","673419318372","26.2","19.1","6.1","0.34","12","11","9","7","","15941","3196","2","5","X","17","40.5800","27.3200","Jan Neergaard Olesen,Niels M. Frederiksen,","01/01/2020 00:00:00","31/12/2021 00:00:00","X","","2","2","0","0","1","","","","","","","","","SAS"
"29380","75271","1","2020","Normal","Star Wars","Licensed","Episode IV","Luke Skywalker's Landspeeder","X","75271-1","29.99","24.99","39.99","29.99","02/01/2020 00:00:00","22/01/2022 00:00:00","236","3","sw0700,sw0897,sw1086,","Box","{Not specified}","6289002","6289001","5702016617177","673419318389","26.2","19.1","6.1","0.31","20","11","5","7","","12873","2960","2","5","X","18","48.8200","25.9800","César Soares,","01/01/2020 00:00:00","31/12/2021 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
